feature_id,delta,mean_safe,mean_innov,std_safe,std_innov,effect_size_d,p_value,q_value,fdr_reject
13295,0.69099927,4.1028466,3.4118474,7.531028,7.0662317,0.09575644,0.055894410558944105,1.0,False
7541,0.37767792,4.654891,4.277213,7.0053725,6.487221,0.056749497,0.2702729727027297,1.0,False
10047,0.3626861,0.65029705,0.28761095,1.9712542,1.2486254,0.23947628,9.999000099990002e-05,0.10921574509215745,False
3659,0.34115672,1.8844011,1.5432444,2.89198,2.463011,0.13090758,0.010998900109989001,1.0,False
2564,0.30138457,0.46067217,0.15928759,4.1499095,2.5005362,0.09668926,0.05119488051194881,1.0,False
9954,0.26925927,0.36522582,0.09596656,1.9064752,0.7202795,0.2196611,9.999000099990002e-05,0.10921574509215745,False
16180,0.26815793,0.31506827,0.046910353,1.5386604,0.46572232,0.2833091,9.999000099990002e-05,0.10921574509215745,False
1809,0.22378407,0.2292415,0.0054574297,3.2492294,0.19155622,0.122112654,0.024997500249975,1.0,False
1220,0.21895257,0.22172312,0.0027705594,1.7518841,0.097246096,0.22168729,9.999000099990002e-05,0.10921574509215745,False
11320,0.2174479,0.30079287,0.08334497,1.5981405,0.88575333,0.18761949,0.00019998000199980003,0.19273366780968962,False
12358,0.20880532,0.65420556,0.44540024,4.4918017,3.6192865,0.053323466,0.30116988301169884,1.0,False
9316,0.20824261,0.23846006,0.03021746,1.4521224,0.41850418,0.23494405,9.999000099990002e-05,0.10921574509215745,False
2620,0.20550299,5.171243,4.96574,5.2741857,5.396977,0.038350757,0.44625537446255376,1.0,False
9270,0.19625397,0.26409897,0.067845,2.731776,1.2111259,0.10706727,0.025397460253974602,1.0,False
14906,0.18512964,4.202358,4.017228,3.7518682,3.5382552,0.05132416,0.3067693230676932,1.0,False
15297,0.18397862,0.3009958,0.11701719,1.5532725,0.84764427,0.16433227,0.0015998400159984002,0.7709346712387585,False
13127,0.1808358,0.38992643,0.20909064,2.483049,1.9418246,0.084993996,0.0902909709029097,1.0,False
11412,0.16967517,0.60870254,0.43902737,1.8146667,1.5794696,0.10237813,0.048095190480951906,1.0,False
8499,0.16715527,0.43560323,0.26844797,1.2129737,0.96328586,0.15941373,0.0017998200179982,0.7969797614833111,False
12413,0.16651323,0.17556113,0.009047889,1.1390886,0.18351465,0.2531331,9.999000099990002e-05,0.10921574509215745,False
2760,0.16282277,0.18935814,0.026535375,2.616906,0.48749593,0.10678784,0.030496950304969503,1.0,False
4755,0.16272122,0.19706991,0.03434869,1.2608646,0.62481076,0.18554972,0.00039996000399960006,0.2978611229786112,False
921,0.16128826,0.3743997,0.21311143,2.336222,1.5900472,0.08679391,0.0857914208579142,1.0,False
7507,0.15580273,4.511869,4.356066,8.095714,15.459543,0.011478702,0.823917608239176,1.0,False
14956,0.15464965,0.27927384,0.1246242,1.1427753,0.7236589,0.17616372,0.0006999300069993001,0.4410635859490974,False
15219,0.14970174,0.2584037,0.108701944,2.5284898,1.5590495,0.07801879,0.12488751124887511,1.0,False
8436,0.14961238,0.24251491,0.092902526,1.2955935,0.70740765,0.16018054,0.0012998700129987,0.6655334466553344,False
