feature_id,delta,mean_safe,mean_innov,std_safe,std_innov,effect_size_d
8811,1.7355232,7.937255,6.2017317,9.750205,9.084737,0.18597865
15978,1.1919353,1.8483953,0.6564601,11.705032,6.176971,0.13851649
15201,1.0673883,1.3531343,0.28574604,8.449741,3.7349992,0.18091787
14077,1.0476882,1.322695,0.2750067,5.6328726,2.9019976,0.2549726
1513,0.9554031,2.4174864,1.4620833,4.9448366,3.004501,0.24980728
13648,0.9216021,1.0730196,0.15141754,4.8266997,1.7591088,0.28537154
4955,0.88631654,1.0430754,0.15675893,5.2915335,2.2608035,0.24192712
3062,0.86573625,0.9719413,0.106205076,5.337169,1.5317122,0.25163463
10425,0.7938266,0.9434553,0.14962873,5.0778146,0.9684475,0.25154606
10041,0.7693875,0.867099,0.09771148,3.8832757,1.4092159,0.29635707
8962,0.7339957,0.80374116,0.069745496,3.204359,0.7104484,0.3647469
3847,0.7318454,6.669052,5.9372067,7.7205467,7.126041,0.09960527
11219,0.73136324,0.8958768,0.16451359,4.122547,1.6736587,0.25931048
4218,0.69978964,0.73838407,0.038594447,5.2734065,0.55661625,0.21810916
3558,0.6930743,0.8587788,0.16570447,2.3499234,0.9724223,0.42922926
11783,0.6811005,0.98426914,0.30316862,4.2969346,1.8746092,0.22776894
8892,0.6626466,0.860998,0.19835138,4.1402335,1.446305,0.24106587
267,0.6422578,0.78705585,0.14479801,2.6481974,1.6182231,0.31286442
8172,0.60437965,4.301211,3.6968312,6.5382223,6.217207,0.095393606
11683,0.6007257,0.6007257,0.0,4.641329,0.0,0.21480013
12563,0.59628725,8.385522,7.7892346,12.95865,12.83009,0.046306685
5799,0.5895794,0.716803,0.1272236,3.416273,0.9165816,0.26987815
6403,0.5868592,1.4402306,0.8533714,3.0870736,2.582853,0.21136414
14213,0.5723145,0.7078802,0.1355657,4.165914,1.3814204,0.20874886
5887,0.56775105,2.2178373,1.6500863,3.9166896,3.6431444,0.15161158
7838,0.5558791,3.7421741,3.186295,6.0478425,5.712759,0.09523949
8040,0.54395676,0.83407336,0.29011658,4.347843,2.4317958,0.16683875
11720,0.5425705,1.7839084,1.2413379,3.4817326,2.698078,0.18047675
6307,0.51916623,1.3674027,0.84823644,2.655245,2.009741,0.2291643
1811,0.5190027,0.9405521,0.42154944,2.0515091,1.478912,0.30366388
8885,0.50315714,0.9111575,0.40800035,3.2291985,2.1974556,0.19208324
9867,0.4970991,0.7532778,0.25617868,2.91635,1.5931977,0.22918032
9006,0.4889096,0.69313955,0.20422994,1.9389124,1.0260967,0.3426796
5768,0.46986437,2.1909425,1.7210782,5.4844713,4.6718206,0.09430813
15661,0.46588036,0.46588036,0.0,5.0821548,0.0,0.15213431
5878,0.4629848,1.8877127,1.4247279,3.369181,2.8816588,0.15092547
3891,0.46117088,0.7489285,0.2877576,2.2985196,1.4907994,0.2525777
6544,0.46055704,0.74271363,0.2821566,2.812077,1.7988232,0.20738104
15892,0.4574989,0.4574989,0.0,2.9533625,0.0,0.2570834
15067,0.4573148,1.2703837,0.8130689,3.2169223,2.55054,0.1626983
16117,0.4525524,0.8096254,0.35707298,5.2127047,3.1368682,0.11267108
4598,0.45048046,1.643895,1.1934146,3.3122778,2.6721737,0.15422945
887,0.44703782,0.53971124,0.09267343,3.4207184,1.336553,0.19261965
7298,0.4467171,0.4467171,0.0,4.873106,0.0,0.15213439
12785,0.43415886,1.3622752,0.9281164,2.50978,2.1670835,0.18897614
6711,0.42941296,0.76047826,0.3310653,2.2288525,1.5089926,0.23804905
4975,0.4227371,0.44751757,0.024780473,1.9774973,0.3573891,0.34502965
16297,0.41961148,0.5878718,0.1682603,3.7888575,1.7208637,0.15749629
15506,0.4163914,0.4163914,0.0,3.7474587,0.0,0.18440199
9901,0.41460052,0.41460052,0.0,4.522756,0.0,0.15213437
1342,0.4125383,0.8021563,0.38961804,2.687758,1.8741122,0.18713221
6267,0.41051435,0.82731074,0.4167964,4.858204,2.1293302,0.121279806
11110,0.4085412,4.8922186,4.4836774,7.815546,7.5568714,0.05339151
11917,0.4050634,3.6506245,3.2455611,5.507912,5.441526,0.07410976
2623,0.40273649,0.44179407,0.03905757,3.6516933,0.5632965,0.17932765
398,0.4005615,1.0058237,0.6052622,3.8363085,3.724136,0.106383786
6478,0.39762083,0.39762083,0.0,4.3375406,0.0,0.15213399
1085,0.3967889,0.6632673,0.26647842,2.329375,1.6164988,0.20813479
1905,0.39600086,0.91874987,0.522749,3.1432412,2.1096382,0.15626644
9414,0.38681626,0.98225296,0.5954367,2.7607055,2.9224727,0.13502406
4929,0.38124132,0.38124132,0.0,2.070845,0.0,0.30552945
5058,0.37655118,0.37655118,0.0,4.1076884,0.0,0.15213431
7883,0.37455404,0.37455404,0.0,4.0859017,0.0,0.15213433
13529,0.37251222,2.1478245,1.7753123,3.3410075,3.1776667,0.11504659
1295,0.37204644,0.37204644,0.0,2.0627165,0.0,0.29933554
2123,0.369251,0.43772382,0.068472795,3.2117927,0.5673903,0.18578078
9153,0.3670536,0.59428936,0.22723576,2.8068223,1.5768989,0.17411378
15865,0.35771075,0.38851207,0.030801333,3.303771,0.44422373,0.17690606
11814,0.35535896,0.47476178,0.11940283,5.179035,1.7220559,0.10421408
3427,0.35439324,0.46675923,0.112366,5.0917397,1.2370803,0.10995724
6928,0.35299158,2.6651592,2.3121676,4.620637,4.108166,0.08206629
2870,0.35168812,0.38031793,0.028629811,4.1487784,0.41290534,0.13947533
12415,0.35130584,0.39660662,0.045300767,1.7981875,0.65333706,0.29215986
13909,0.35086563,0.35086563,0.0,3.827487,0.0,0.15213452
6814,0.3472771,0.450916,0.10363889,2.4021068,1.1075684,0.20476606
11651,0.34655595,0.34655595,0.0,1.978155,0.0,0.29074594
6246,0.342918,0.342918,0.0,2.9504035,0.0,0.19288993
13161,0.34229687,0.46108145,0.11878458,2.298918,0.8684842,0.22098486
458,0.33655667,0.5116817,0.17512499,2.667991,1.227833,0.1787604
5772,0.33585566,0.8566329,0.5207772,3.5547569,2.549633,0.11368068
2804,0.33563912,1.4190167,1.0833776,2.5263634,2.236188,0.14308707
7916,0.3345041,0.37638968,0.041885596,2.5430446,0.6040827,0.20823422
8542,0.33356977,2.5415976,2.2080278,4.052187,3.7587528,0.086241275
2438,0.33174327,0.33174327,0.0,3.6188989,0.0,0.15213403
12702,0.3286391,0.3286391,0.0,3.5850296,0.0,0.1521343
12395,0.32849866,0.43131644,0.10281776,3.3141477,1.4828566,0.14151554
14324,0.32750833,0.32750833,0.0,3.5726964,0.0,0.15213422
4488,0.3220243,0.50361645,0.18159217,2.7001348,1.9881039,0.14170055
6461,0.320149,0.320149,0.0,3.4924161,0.0,0.1521342
2958,0.3194011,0.462603,0.14320193,3.1632495,2.0652878,0.12675303
3624,0.3166256,3.2560363,2.9394107,5.513636,5.1022186,0.060248584
15890,0.315299,0.315299,0.0,2.4738991,0.0,0.21151505
4969,0.31332085,0.4189238,0.10560294,2.616004,1.2072682,0.16959763
430,0.3127787,0.3127787,0.0,3.4120126,0.0,0.15213434
6294,0.31270874,1.107718,0.79500926,2.3850474,1.9944408,0.14581874
7840,0.31264156,0.5328525,0.22021092,2.0935545,1.4474089,0.18278117
11302,0.31222272,2.5814848,2.269262,4.000873,3.8094823,0.08046845
13080,0.31010896,0.33362073,0.023511777,2.5657303,0.33909193,0.19758333
4531,0.3088694,0.3088694,0.0,3.369374,0.0,0.15213403
14439,0.3081737,0.53608125,0.22790757,3.6167433,1.9767786,0.114545904
14044,0.3080942,0.3080942,0.0,3.3609161,0.0,0.15213409
13087,0.30661088,0.30661088,0.0,3.344729,0.0,0.15213436
195,0.30444944,0.30444944,0.0,3.3211489,0.0,0.15213442
7443,0.30138117,0.33513334,0.033752188,2.2831557,0.4867821,0.2108246
2395,0.30031565,0.37306663,0.07275099,4.0696754,1.0492302,0.11589626
4034,0.30025762,0.49582055,0.19556294,4.1226068,1.8598694,0.1037594
16197,0.29885814,0.29885814,0.0,1.6503803,0.0,0.30052578
13473,0.296439,0.36531842,0.06887943,2.69134,0.9933936,0.16422231
15003,0.29423347,0.29423347,0.0,1.6439557,0.0,0.29703158
11645,0.29057187,1.2379599,0.947388,3.330939,3.3058405,0.08765431
13741,0.28892916,0.39571288,0.10678372,1.3957732,0.7668732,0.27777657
6518,0.28829864,0.3366199,0.048321266,2.226744,0.69689906,0.19849132
11439,0.2867867,0.2867867,0.0,1.80965,0.0,0.26300567
8360,0.28646404,0.34613183,0.0596678,3.7758505,0.8605398,0.12053696
6009,0.28621763,0.28621763,0.0,1.9902238,0.0,0.23866853
14930,0.28570515,0.34057415,0.054868996,3.7152236,0.79133046,0.12283023
15394,0.28383604,0.3263837,0.042547677,3.5604303,0.6136305,0.12898397
7381,0.28055775,0.94000316,0.6594454,2.8420994,2.2677436,0.112599865
1522,0.27896294,0.30940792,0.030444989,1.527595,0.43908387,0.28323632
13978,0.27827948,0.27827948,0.0,2.604123,0.0,0.17734557
6322,0.2772969,0.47367728,0.19638039,2.5630906,1.746887,0.13327804
13779,0.27642128,0.27642128,0.0,3.0154004,0.0,0.15213431
8898,0.2760985,0.2760985,0.0,1.5009085,0.0,0.30528852
6301,0.2728958,0.2728958,0.0,1.8032279,0.0,0.25115794
3493,0.27106887,0.77346313,0.50239426,3.228442,2.39419,0.09941055
1060,0.27042675,3.6795666,3.4091399,5.742983,5.8329496,0.046621718
12310,0.26849997,0.43001726,0.16151729,1.6277792,1.0430279,0.2087144
2688,0.26802987,0.4665235,0.19849361,2.713227,1.1654402,0.14249797
8545,0.2676374,0.29576728,0.028129864,2.2723544,0.40569362,0.1902203
13079,0.26513866,0.6843745,0.41923586,2.671912,1.7924172,0.12310972
5732,0.26410088,0.34627268,0.08217179,1.5210223,0.69301206,0.24671832
12638,0.26371497,0.28697154,0.023256572,3.1304905,0.33541167,0.13841832
4057,0.26250836,0.32736602,0.06485766,3.5711424,0.93539184,0.1152548
9108,0.2619387,0.3070114,0.04507271,2.834123,0.650047,0.1467619
10586,0.26054236,0.3226555,0.06211313,1.6688521,0.635067,0.23136972
1311,0.25996146,0.28490755,0.024946107,2.2107115,0.35977778,0.1907726
7391,0.25950423,0.3825744,0.12307019,3.1040955,1.7749422,0.11060303
5831,0.2590796,0.30224597,0.04316638,2.5608191,0.6225537,0.15982102
855,0.25876164,0.35942167,0.10066001,2.0028722,1.0407795,0.17662144
8847,0.2570822,0.33438608,0.077303894,3.062028,0.8312981,0.13111722
5476,0.25613418,0.25613418,0.0,1.9937449,0.0,0.21320562
5110,0.256097,0.44648036,0.19038337,4.4354677,2.4170547,0.077698134
15619,0.25389397,1.3064653,1.0525713,2.5441875,2.2944667,0.106313825
1705,0.25375414,2.4485207,2.1947665,3.9451866,3.676096,0.067201585
13623,0.25358588,0.38666108,0.13307521,3.0448127,1.354759,0.11907888
11040,0.2532538,0.2801756,0.026921805,1.9046086,0.38827178,0.21304461
2112,0.25008288,0.30584815,0.05576527,1.9408062,0.80425847,0.18746641
5646,0.24998978,0.35223582,0.10224605,3.8424344,1.4746159,0.096252754
5391,0.24804482,0.43506557,0.18702075,2.8026295,2.697257,0.09066017
1798,0.24725804,0.24725804,0.0,2.697267,0.0,0.1521343
6007,0.24688326,0.34500468,0.09812142,1.6676674,0.82528543,0.2054819
15593,0.24622153,0.47493064,0.22870912,1.5864768,1.0836421,0.19100387
16252,0.24527654,0.26805383,0.022777282,1.9196901,0.32849863,0.20679887
2349,0.24401742,0.3796908,0.13567337,2.1876853,1.4820999,0.13777827
13440,0.243475,0.35141322,0.107938215,1.7196487,0.9002121,0.19309802
3167,0.24188368,0.26766422,0.02578054,2.2441537,0.37181222,0.17471981
8050,0.24168193,0.24168193,0.0,1.7381935,0.0,0.23075268
8858,0.24166046,0.24166046,0.0,1.9268714,0.0,0.20813903
13192,0.24138288,0.39127254,0.14988966,2.0724154,0.9907053,0.16331594
10643,0.24071695,0.24071695,0.0,2.6259115,0.0,0.15213434
34,0.23916106,0.41247952,0.17331846,2.7057421,2.4996333,0.09282855
11745,0.23887227,0.37949157,0.1406193,2.138726,1.4403825,0.1383241
9340,0.2387376,0.2387376,0.0,1.6394753,0.0,0.24166659
11331,0.23851775,0.32279155,0.0842738,1.7792903,0.8845954,0.18580669
62,0.23804888,0.23804888,0.0,2.5968022,0.0,0.15213458
9296,0.23727004,0.29289073,0.05562069,3.195061,0.5668228,0.11997612
11432,0.23443283,0.23443283,0.0,2.55736,0.0,0.15213434
2175,0.23237383,0.58290124,0.3505274,4.5342584,3.6020155,0.058592804
6727,0.23204926,0.47758743,0.24553818,2.3958602,1.7901294,0.114250734
10779,0.2318865,0.2318865,0.0,2.5295832,0.0,0.15213431
14734,0.23179203,0.39511192,0.16331989,4.3101535,1.3083103,0.08280802
9659,0.23142721,0.38474196,0.15331475,2.761003,1.7073103,0.10761894
13747,0.23121305,0.28337696,0.052163918,3.091278,0.7523187,0.118143566
12355,0.23118436,0.397038,0.16585365,1.8855711,1.0754128,0.1623602
3268,0.2310757,0.2310757,0.0,2.5207384,0.0,0.15213433
2742,0.2283406,0.2565606,0.028219996,1.8570645,0.40699512,0.19597037
9858,0.22711724,0.30056986,0.07345263,2.667889,1.0593504,0.12504254
14548,0.22650677,0.2588575,0.03235072,1.6556603,0.466568,0.21271107
3956,0.22478434,0.2625005,0.037716154,1.7385904,0.5439502,0.19822489
4085,0.22376338,0.2575189,0.03375552,2.809204,0.48682964,0.128842
11611,0.22337288,0.3882233,0.16485041,1.7286648,1.079332,0.1652591
12157,0.2228726,0.2228726,0.0,2.4312532,0.0,0.15213431
4119,0.22267932,0.3708506,0.14817128,2.8483353,1.2768533,0.111562185
9710,0.22234088,0.29780445,0.07546356,1.7318788,0.78207284,0.1828508
4612,0.22185314,1.2010094,0.97915626,2.6710556,2.3339415,0.09012253
11915,0.2203143,0.2203143,0.0,1.7483462,0.0,0.2091298
6902,0.21999115,0.29802084,0.078029685,2.7204523,0.8217747,0.12460129
6281,0.2190018,0.3239225,0.10492068,3.5335784,1.5131897,0.089468025
11870,0.21868907,0.45600224,0.23731317,4.974402,3.422585,0.053927165
14432,0.21861231,0.3157534,0.097141095,3.4444635,1.0131155,0.09814594
14820,0.21560632,0.2919076,0.07630129,2.2426095,1.1004337,0.13378267
6611,0.2155279,0.28445312,0.06892522,1.5319217,0.71225756,0.19881588
8372,0.21525645,0.24689044,0.031633988,1.1858351,0.4562316,0.26841408
2810,0.21486814,0.37844753,0.16357939,2.9263864,1.4856888,0.10111966
5531,0.21405129,0.34200552,0.12795423,1.5269488,0.9601346,0.178768
7774,0.21220264,0.33498442,0.12278179,2.930567,1.0225246,0.10908576
11092,0.21134742,0.21134742,0.0,1.6858252,0.0,0.20805831
8067,0.21100636,0.2772151,0.066208735,2.192743,0.6912839,0.14737011
14177,0.21000879,0.31189424,0.10188545,1.9604416,0.8552763,0.15393077
14404,0.20994776,0.20994776,0.0,2.2902584,0.0,0.1521344
5679,0.20992166,0.7473387,0.53741705,5.1586766,3.7746022,0.04849638
9099,0.2092812,0.2451921,0.035910897,2.2582688,0.5179142,0.14716028
7761,0.20842403,0.20842403,0.0,2.2736413,0.0,0.15213408
2151,0.2077367,0.25808272,0.050346013,1.6116167,0.7260996,0.18369961
4880,0.20766187,0.98291427,0.7752524,4.444852,3.9246557,0.05038959
7382,0.20591827,0.25408122,0.048162956,1.2679785,0.69461584,0.21814382
7310,0.20586209,0.20586209,0.0,1.6902267,0.0,0.2021306
2606,0.20576662,0.25335106,0.04758444,2.7637372,0.6862732,0.117375255
3777,0.20513995,0.22965606,0.024516106,2.5052505,0.35357615,0.13358009
7697,0.20435123,0.2316381,0.027286878,1.5758079,0.39353666,0.20432846
9433,0.2041306,0.2867609,0.08263029,1.8848962,0.84879684,0.15435997
5767,0.20381665,0.20381665,0.0,2.2233822,0.0,0.15213397
770,0.20346971,0.20346971,0.0,1.7723162,0.0,0.19052818
4178,0.20340279,0.38048393,0.17708114,2.7751467,1.2832078,0.10373122
548,0.20336948,0.30042097,0.09705149,1.5115172,0.8314971,0.18047
8240,0.20221792,0.20221792,0.0,1.2736489,0.0,0.26349393
10073,0.2013828,0.2013828,0.0,2.1968265,0.0,0.15213434
4162,0.20133632,0.4285004,0.22716409,2.1146188,1.5065422,0.11492473
5543,0.20132716,0.30245182,0.10112466,1.470622,0.8495877,0.18043607
4703,0.20115888,0.34856328,0.1474044,3.2525463,1.7514685,0.083563685
4683,0.20008783,0.25300127,0.052913446,2.7599206,0.76312864,0.112978406
14180,0.19979396,0.36961418,0.16982022,2.1745255,1.2601438,0.12095977
8105,0.1995418,0.50003374,0.30049193,3.1943738,4.3337584,0.05041251
8707,0.19884938,0.57036114,0.37151176,2.7361917,1.7778296,0.09141777
12558,0.1984826,0.1984826,0.0,2.1651893,0.0,0.15213434
7183,0.1983692,0.22959602,0.031226818,1.4984381,0.4503602,0.20412436
14354,0.1982732,0.1982732,0.0,1.3095852,0.0,0.25126436
15200,0.19642529,0.3180718,0.12164652,2.5395417,1.7544072,0.09470271
440,0.19612978,0.30764607,0.11151628,1.4980261,0.9529065,0.16616872
4542,0.19580708,0.19580708,0.0,1.5249243,0.0,0.21309869
12614,0.195228,0.195228,0.0,2.1296804,0.0,0.15213472
6005,0.19509888,12.36236,12.167261,21.002062,20.412285,0.009457795
13105,0.19492863,0.22483823,0.029909592,1.2192913,0.43136388,0.24025173
5473,0.19401526,2.4927897,2.2987745,4.119001,3.9570758,0.04830309
9102,0.1936351,0.1936351,0.0,2.1123068,0.0,0.15213452
5227,0.19326842,1.7054175,1.5121491,3.472906,2.9244108,0.061655037
6036,0.1918025,0.1918025,0.0,1.676821,0.0,0.18983148
1213,0.19164151,0.19164151,0.0,1.593968,0.0,0.19953112
7749,0.19108176,0.21841443,0.027332656,1.3703828,0.39419758,0.21624489
10495,0.19100177,0.7266658,0.535664,2.4023473,2.1737826,0.084534846
7283,0.19056574,0.19056574,0.0,2.078827,0.0,0.15213431
12485,0.19040696,0.22137259,0.030965624,2.4148903,0.4465918,0.12709668
7523,0.18941177,0.2404325,0.051020723,1.3024591,0.5210207,0.21326365
15150,0.18865052,0.18865052,0.0,2.057933,0.0,0.1521344
13322,0.18863258,0.18863258,0.0,2.0577385,0.0,0.15213433
13828,0.18843208,0.2722961,0.08386402,1.7534597,0.87463707,0.14880303
1149,0.18840975,0.22919753,0.04078778,1.2538607,0.58824944,0.21181448
1595,0.18779773,0.214181,0.026383284,1.7824063,0.38050523,0.16826093
12245,0.18768215,0.89410806,0.7064259,2.0065737,1.8424888,0.09858808
16269,0.18684705,0.22493279,0.038085748,1.4554572,0.54928005,0.19057186
10685,0.18677741,0.29400346,0.10722605,1.4742248,1.236467,0.14067495
9957,0.18671083,0.18671083,0.0,1.2077975,0.0,0.2565524
5325,0.18664442,0.18664442,0.0,2.0360532,0.0,0.1521341
9050,0.18648514,0.21504627,0.028561123,1.6774507,0.41191497,0.17545299
15476,0.18496218,0.6105505,0.42558834,4.889035,2.3110263,0.05321642
11736,0.18489346,0.18489346,0.0,1.2066182,0.0,0.25430351
11271,0.18411438,0.18411438,0.0,1.1507539,0.0,0.26552534
12639,0.18386886,0.18386886,0.0,1.5958916,0.0,0.19120774
5014,0.1837446,0.21704613,0.033301536,1.1935942,0.48028204,0.22546054
13581,0.18349454,0.22133136,0.037836824,1.467175,0.54568964,0.18619327
5778,0.18342327,0.23572622,0.052302957,2.571466,0.75432503,0.11034315
273,0.18331127,0.18331127,0.0,1.1545795,0.0,0.26349112
7667,0.18253472,0.28928322,0.10674849,1.4020981,0.77436805,0.1743817
12704,0.18217345,0.22475737,0.042583928,1.4035113,0.61415565,0.18637276
9488,0.18215023,0.18215023,0.0,1.9870243,0.0,0.15213433
9500,0.18191326,0.18191326,0.0,1.4041816,0.0,0.21500163
10712,0.18109259,0.18109259,0.0,1.9754876,0.0,0.15213427
16121,0.18064483,0.27782798,0.09718315,1.8136777,0.82469636,0.1416005
4813,0.18012983,0.18012983,0.0,1.4762282,0.0,0.20250362
12399,0.17976548,0.17976548,0.0,1.380904,0.0,0.21604463
15248,0.17973787,0.20626636,0.026528485,1.1215965,0.3825993,0.24236353
7987,0.17935757,0.17935757,0.0,1.9565593,0.0,0.15213439
7559,0.17831114,0.21230844,0.033997305,1.3543427,0.49031612,0.19702055
12715,0.178,0.178,0.0,1.52518,0.0,0.19368662
15403,0.1777891,0.1777891,0.0,1.5625052,0.0,0.1888358
5868,0.17635447,0.367028,0.19067353,1.3873695,1.1420676,0.14259283
8308,0.17629385,1.0160033,0.8397094,2.3680286,2.1352332,0.07931957
141,0.17475016,0.20280623,0.028056065,1.2881964,0.40462947,0.20786096
3875,0.17432931,0.20504221,0.030712906,1.6074318,0.44294715,0.16907676
15232,0.17270994,0.17270994,0.0,1.080485,0.0,0.2652768
8476,0.17230237,0.2087567,0.036454327,1.366913,0.5257513,0.18640128
6129,0.1718365,0.24729611,0.07545961,1.5978376,1.0882933,0.13252242
11775,0.1717934,0.23751213,0.06571873,1.9502671,0.66958404,0.13307573
8036,0.17166063,0.24545945,0.07379882,2.6776464,1.0643421,0.094144285
14068,0.17088437,3.5060718,3.3351874,5.5548563,6.61461,0.027338667
6983,0.16999592,0.16999592,0.0,1.8544366,0.0,0.15213431
4716,0.16995259,0.16995259,0.0,1.4272393,0.0,0.19762035
12606,0.16983752,0.16983752,0.0,1.4613394,0.0,0.19287825
7167,0.16875684,0.3077998,0.13904294,1.6908045,1.0441467,0.1282156
6566,0.1682752,0.1682752,0.0,1.2951529,0.0,0.21562533
4108,0.16774784,0.23269127,0.06494343,1.5354172,0.9366262,0.14103387
4591,0.16732308,0.5819425,0.41461942,1.9732549,2.1861792,0.07924913
3857,0.16656807,0.47564626,0.3090782,1.7484986,1.6837763,0.09754748
14855,0.1656786,0.1656786,0.0,1.2725668,0.0,0.21606603
1772,0.16549613,0.16549613,0.0,1.0471852,0.0,0.2622799
13697,0.16532512,0.16532512,0.0,1.803486,0.0,0.15213417
13554,0.16514142,0.16514142,0.0,1.395321,0.0,0.19641857
10076,0.164963,0.19339608,0.028433062,1.6380968,0.41006762,0.15863526
6318,0.16445278,0.41194615,0.24749337,1.7021887,3.1665218,0.060298063
15938,0.16339722,0.4527664,0.28936917,1.874324,1.3738819,0.1038045
12339,0.16334991,0.35847133,0.19512142,1.8509437,1.1403968,0.11347519
13188,0.16318026,0.16318026,0.0,1.0477034,0.0,0.2584818
11402,0.16302001,0.16302001,0.0,1.7783388,0.0,0.15213428
647,0.1629715,0.1629715,0.0,1.2525607,0.0,0.21593027
15086,0.16266112,0.16266112,0.0,1.2507763,0.0,0.21582653
8809,0.16256808,0.18667859,0.024110507,1.5805517,0.34772694,0.16388182
128,0.16225761,0.21072988,0.048472263,1.0114204,0.49313107,0.2236594
2461,0.16191141,0.19713512,0.035223704,1.6683111,0.5080034,0.14937422
5720,0.16155642,0.19961715,0.03806072,2.1775672,0.5489196,0.11678961
8638,0.16071455,0.1896781,0.028963549,1.2125782,0.4177184,0.20011541
14064,0.16066948,0.23719665,0.076527186,1.9279145,0.63474244,0.12677817
2545,0.16056973,0.222076,0.06150627,1.4655467,0.62591714,0.1582636
1234,0.16050884,0.16050884,0.0,1.7509433,0.0,0.15213445
4942,0.1603474,0.2364312,0.07608379,1.5064417,1.0972936,0.12713003
14571,0.16034192,0.189782,0.029440068,1.2344882,0.4245902,0.19616164
8331,0.15972114,0.19886434,0.039143212,1.5635496,0.5645319,0.1529434
9041,0.15929165,0.19673514,0.03744348,1.2801032,0.5400185,0.18028133
11980,0.159152,0.23606561,0.0769136,1.3498265,0.63895154,0.16578628
5160,0.15882152,0.23794697,0.07912545,1.5472968,1.1411633,0.12185758
9313,0.15847448,0.26926914,0.110794656,1.480145,0.80003875,0.14447965
6654,0.15845527,0.26567233,0.10721706,1.6590117,0.93061805,0.12723695
5786,0.15775816,0.30462155,0.14686339,3.3230262,2.118091,0.0602029
1078,0.15761219,0.19015944,0.03254725,2.0743952,0.46940374,0.12078709
14055,0.15753233,0.15753233,0.0,1.7184738,0.0,0.15213442
11003,0.1575162,0.19593705,0.03842086,1.0576378,0.5541136,0.20306522
11150,0.15719363,0.191592,0.03439837,1.2314773,0.49609995,0.18690024
5297,0.15718594,0.21776886,0.06058292,2.3755782,0.8737424,0.09872014
1810,0.15709862,0.15709862,0.0,1.215353,0.0,0.21452138
14595,0.15701365,2.2149925,2.0579789,3.7388752,3.8143244,0.041460082
14151,0.15676732,0.15676732,0.0,1.7101282,0.0,0.15213445
11214,0.1564466,0.1564466,0.0,1.240211,0.0,0.20934917
1116,0.15625085,0.18351917,0.027268322,1.5227613,0.39326954,0.16112526
3589,0.1561049,0.1561049,0.0,0.9802328,0.0,0.26429445
668,0.15530322,0.15530322,0.0,1.308114,0.0,0.19703144
8496,0.15478185,0.19743808,0.04265622,1.073661,0.61519635,0.19058245
10895,0.15454957,0.15454957,0.0,1.6859375,0.0,0.15213425
9786,0.15444188,0.15444188,0.0,1.2075223,0.0,0.21226119
260,0.15439919,0.20474029,0.050341103,1.626208,0.7260293,0.1356306
6980,0.15405062,0.37614077,0.22209015,2.4508815,1.8562566,0.073645435
14673,0.1539984,0.18522386,0.031225456,2.0205536,0.4503408,0.121311866
5538,0.1538134,0.26334512,0.109531716,1.2845291,0.7874831,0.1542725
13996,0.15380028,0.20352156,0.049721286,1.3691826,0.7170905,0.1531763
3655,0.15359403,0.15359403,0.0,1.6755127,0.0,0.15213436
3657,0.15276097,0.21197152,0.059210557,1.5214914,0.6106155,0.14713213
9632,0.15224552,0.3368601,0.18461457,1.7167442,1.3913568,0.10032086
11588,0.15218017,0.2103683,0.058188133,1.6481795,0.83920115,0.12704395
4859,0.15211676,0.15211676,0.0,1.1852695,0.0,0.2129907
7455,0.15200391,0.36874896,0.21674505,2.5477624,2.3509142,0.06270183
10806,0.15166423,0.15166423,0.0,1.6544626,0.0,0.15213421
2910,0.15143357,0.15143357,0.0,1.2510837,0.0,0.20087989
7932,0.15093303,0.15093303,0.0,1.6464823,0.0,0.15213455
3713,0.1507107,0.21988778,0.069177076,1.9935038,0.9976885,0.10457777
2824,0.15024643,0.18308787,0.03284144,1.9972525,0.47364652,0.119107924
8787,0.14978829,0.22634599,0.07655769,1.769915,1.1041303,0.108273946
9850,0.149276,0.149276,0.0,0.94947666,0.0,0.26091942
865,0.14916281,0.1829525,0.033789683,1.1426849,0.48732114,0.18862674
5673,0.14910084,0.21200138,0.06290054,1.1444718,0.641809,0.17356978
152,0.14874882,0.1742705,0.025521686,1.9010657,0.36807835,0.12578446
309,0.1487324,0.18117248,0.032440074,1.5904121,0.46785766,0.14461268
15225,0.14863041,0.14863041,0.0,1.6213665,0.0,0.1521343
10775,0.14820163,0.14820163,0.0,1.6166912,0.0,0.15213409
3505,0.1482006,0.1482006,0.0,1.2097372,0.0,0.20331042
6938,0.14759642,0.14759642,0.0,1.186294,0.0,0.20648296
2261,0.14698035,0.17643866,0.029458312,1.1073868,0.42485374,0.19637422
11480,0.14678867,0.18003955,0.033250887,1.4681475,0.47955143,0.15228896
413,0.14637677,0.17488582,0.028509052,1.1146296,0.41116315,0.19582084
8736,0.14593121,0.18054152,0.034610305,1.1672592,0.4991569,0.180536
1350,0.14563149,0.39636657,0.25073507,2.0922787,1.4671975,0.08463942
11746,0.1455066,0.28152722,0.13602062,1.541407,1.1673827,0.110606335
10261,0.14517674,0.14517674,0.0,1.5836931,0.0,0.15213414
13106,0.14482324,0.14482324,0.0,1.5798347,0.0,0.15213434
3537,0.14446306,0.14446306,0.0,1.5759073,0.0,0.15213418
163,0.14440578,0.14440578,0.0,1.1734703,0.0,0.204227
4978,0.14432001,0.14432001,0.0,1.1909751,0.0,0.20110577
